breakthrough_date,breakthrough_price,final_gain,max_drawdown,max_gain,success,ts_code
20240927,13.45,0.82,2.82,16.28,False,sh603035
20240902,3.42,0.0,2.92,5.56,False,sh600243
20250716,52.13,2.9,0.0,7.81,False,sh688698
20240920,4.32,16.66,1.39,30.53,True,sh600410
20240927,8.5,-3.18,5.53,7.76,False,sh600597
20250716,30.15,17.68,1.43,17.68,False,sh688448
20250624,61.81,2.96,0.11,7.57,False,sh688581
20250805,35.75,2.21,1.96,7.3,False,sh688255
20240807,5.85,-11.11,11.62,0.0,False,sh600969
20240806,13.92,3.74,2.3,6.9,False,sh600114
20240930,5307.28,-2.36,7.46,6.91,False,sh000132
20240927,1.92,1.56,1.04,12.5,False,sh601996
20250701,86.6,-6.89,7.6,0.0,False,sh688361
20240912,3.51,15.67,3.42,15.67,False,sh600020
20240930,7.92,-2.15,5.43,3.54,False,sh600673
20240731,5.89,0.51,2.21,1.19,False,sh601222
20240930,28.89,-1.49,8.97,0.0,False,sh600547
20240926,4731.33,8.65,0.0,15.6,False,sh000006
20250630,66.21,0.54,2.05,0.54,False,sh688606
20240927,7.96,3.27,0.0,10.05,False,sh603898
20240926,5.24,9.34,0.0,14.3,False,sh600509
20240910,10.58,1.7,4.54,1.7,False,sh603218
20240927,2.65,4.53,0.0,14.72,False,sh600293
20250819,5.92,-2.03,5.07,3.55,False,sh603730
20251110,57.76,-13.63,16.41,0.0,False,sh688648
20251020,8.68,7.14,0.0,10.37,False,sh688285
20250627,31.28,4.03,2.33,4.03,False,sh688078
20240801,3.15,4.44,2.22,4.76,False,sh600339
20240926,3.33,2.55,0.0,7.78,False,sh900905
20240927,4.86,5.35,1.03,9.67,False,sh603101
20240930,4.64,-2.16,7.76,6.47,False,sh600610
20240927,2.38,5.89,1.26,13.89,False,sh601388
20251124,37.56,3.89,3.35,3.89,False,sh688551
20250804,84.1,-2.73,5.2,2.38,False,sh688036
20240930,2.95,-6.1,12.2,10.17,False,sh601908
20251212,66.28,3.03,2.5,3.03,False,sh603087
20241101,12.42,3.22,2.42,3.22,False,sh600377
20240926,16.64,7.09,0.0,18.99,False,sh600521
20250624,8.4,3.81,1.55,3.81,False,sh688660
20250929,6.61,7.11,0.91,9.83,False,sh688033
20240927,1345.11,4.27,0.0,14.17,False,sh000853
20260206,25.9,-1.81,5.83,2.08,False,sh603978
20260401,83.9,15.24,3.61,15.24,False,sh688800
20250724,25.3,-0.91,2.41,0.91,False,sh688349
20240930,3.62,-3.31,8.29,3.31,False,sh600792
20251024,7.94,10.96,1.01,14.74,False,sh688280
20240902,2.66,-4.14,5.64,0.0,False,sh600008
20240731,4.44,-13.27,14.85,0.0,False,sh600638
20240903,1.52,-3.29,6.58,5.26,False,sh600462
20251021,11.48,6.53,3.66,9.06,False,sh688579
20240926,39.43,4.41,0.0,24.47,True,sh601689
20250901,81.13,-4.86,4.96,1.57,False,sh688050
20240930,3.5,-7.14,8.86,4.29,False,sh601113
20240930,7.31,-3.97,8.34,0.68,False,sh603167
20260204,71.46,-12.85,13.49,0.0,False,sh688399
20250711,13.09,1.38,3.44,1.38,False,sh605577
20240926,7.36,1.49,0.0,15.35,False,sh600742
20251124,13.62,17.18,1.03,17.18,False,sh688403
20251027,29.26,20.23,6.63,29.22,True,sh603052
20240801,11.92,-3.1,5.03,2.1,False,sh601069
20240902,10.32,-8.53,10.37,0.97,False,sh603787
20240731,18.0,3.61,3.72,3.61,False,sh600096
20240927,9.8,7.86,1.12,17.65,False,sh603519
20240925,18.78,6.82,0.69,25.4,True,sh601877
20250804,46.9,9.3,0.32,9.3,False,sh688080
20251014,18.23,-0.66,2.41,2.3,False,sh601838
20240930,6.58,1.52,5.93,6.38,False,sh603803
20240826,7.76,7.09,0.39,8.25,False,sh600415
20260401,70.43,5.59,5.3,6.94,False,sh688233
20260325,20.3,1.77,3.55,4.24,False,sh603282
20240926,6.37,11.93,0.0,26.06,True,sh603528
20240920,2.0,49.0,1.5,49.0,True,sh600239
20240819,24.15,0.91,13.04,0.91,False,sh603186
20241008,14.09,-12.64,17.89,0.0,False,sh603566
20241008,17.14,-11.26,14.24,0.0,False,sh601808
20250905,42.27,-0.92,9.98,1.28,False,sh688136
20240812,6.13,3.75,0.0,3.75,False,sh600213
20240926,4.22,7.11,0.0,20.38,True,sh603001
20251124,58.91,4.02,4.29,4.02,False,sh688155
20240731,3.46,-1.44,3.18,0.29,False,sh600120
20240806,11.36,0.18,9.15,1.41,False,sh600773
20251218,18.23,-2.41,2.91,0.0,False,sh601059
20250630,41.25,0.58,3.73,0.58,False,sh688261
20240731,9.12,3.18,8.12,8.67,False,sh600894
20250714,31.89,-7.28,8.31,0.0,False,sh603063
20240926,7440.93,6.77,0.0,19.67,False,sh000148
20240731,10.2,3.53,0.88,5.78,False,sh603998
20240925,7.74,7.36,0.0,28.02,True,sh600827
20240826,7.74,-18.48,19.38,0.0,False,sh603118
20250813,11.42,-4.9,5.6,0.0,False,sh688548
20240927,9.59,9.49,0.0,15.12,False,sh600200
20240731,9.22,4.77,0.76,4.77,False,sh600573
20260113,27.55,-0.76,3.63,3.45,False,sh603683
20240731,3.6,-0.83,3.06,0.83,False,sh601216
20250729,73.0,2.23,3.42,2.23,False,sh688798
20240812,36.06,2.91,2.14,3.41,False,sh601088
20240912,10.95,21.6,2.51,21.6,True,sh603881
20251015,52.97,16.46,0.08,16.46,False,sh688336
20240927,3.61,7.2,1.66,18.56,False,sh600624
20250710,8.1,5.68,0.62,5.68,False,sh603387
20250924,6.12,0.0,4.41,1.96,False,sh603880
20240731,5.24,-5.72,6.11,0.57,False,sh600497
20250717,17.25,4.0,0.7,5.91,False,sh688378
20251126,24.53,1.22,3.75,5.42,False,sh601089
20240923,18.4,2.39,4.51,8.75,False,sh600988
20240930,14.47,-5.87,10.85,4.7,False,sh600072
20260105,35.19,-8.53,10.6,0.0,False,sh603382
20250703,65.99,-3.68,10.82,0.0,False,sh688333
20240926,3.42,-3.51,3.51,13.47,False,sh600515
20240731,13.44,-6.4,6.99,0.0,False,sh600346
