breakthrough_date,breakthrough_price,final_gain,max_drawdown,max_gain,success,ts_code
20240731,3.6,-4.17,4.72,0.83,False,sh601216
20250729,73.0,31.12,3.42,31.12,True,sh688798
20240812,36.06,-5.77,7.43,6.66,False,sh601088
20240912,10.95,23.46,2.51,33.55,True,sh603881
20251015,52.97,29.33,0.08,48.54,True,sh688336
20240927,3.61,75.62,1.66,95.01,True,sh600624
20250710,8.1,6.05,0.62,8.27,False,sh603387
20250924,6.12,5.23,4.41,7.03,False,sh603880
20240731,5.24,-5.53,7.44,0.57,False,sh600497
20250717,17.25,11.3,0.7,12.99,False,sh688378
20251126,24.53,-0.29,7.3,5.42,False,sh601089
20240923,18.4,2.45,4.51,10.16,False,sh600988
20240930,14.47,-2.63,10.85,4.7,False,sh600072
20260105,35.19,-12.53,12.56,0.0,False,sh603382
20250703,65.99,-10.44,10.99,0.0,False,sh688333
20240926,3.42,2.93,5.86,13.47,False,sh600515
20240731,13.44,-3.42,9.0,0.0,False,sh600346
20240930,12.97,-6.86,14.03,0.0,False,sh601717
20260324,26.24,9.53,0.53,13.0,False,sh688350
20250811,18.22,35.46,3.24,38.04,True,sh688299
20240930,88.81,39.3,5.88,39.3,True,sh601127
20240926,6.15,11.39,0.0,17.57,False,sh600325
20250624,27.04,4.29,1.48,4.29,False,sh688819
20240731,22.99,-4.13,6.65,2.44,False,sh600196
20241008,21.47,12.71,15.97,13.09,False,sh603960
20240807,5.04,-2.98,3.77,5.36,False,sh601169
20250702,1.77,3.95,0.56,9.04,False,sh601588
20240830,0.27,40.67,8.58,40.67,True,sh900957
20240926,3.87,13.97,0.78,15.0,False,sh600738
20240930,15.28,-2.03,8.57,4.06,False,sh603029
20260105,3.5,0.57,2.0,3.71,False,sh601326
20240930,2.7,6.3,10.74,10.74,False,sh600396
20240920,9.63,19.84,1.14,23.37,True,sh600776
20250624,54.16,25.55,0.0,30.04,True,sh603486
20240814,32.38,-3.87,6.62,2.35,False,sh600211
20240927,3.66,11.2,0.0,17.76,False,sh601789
20250624,14.98,1.27,4.94,3.54,False,sh688207
20251013,14.03,14.04,1.43,14.04,False,sh603836
20240927,1841.66,4.29,0.44,10.89,False,sh000160
20240930,5.48,12.04,9.12,22.26,True,sh603330
20240819,6.66,1.95,15.02,2.1,False,sh600421
20250725,28.48,9.83,2.49,9.83,False,sh688380
20241107,6.98,-6.16,10.46,0.0,False,sh600975
20240926,2.54,12.18,0.0,14.15,False,sh600108
20250722,21.8,3.85,2.25,5.28,False,sh688249
20240918,5.33,12.2,1.31,21.76,True,sh600692
20240927,10.91,-1.1,2.29,11.64,False,sh603587
20240925,2.74,14.6,4.01,31.39,True,sh600816
20251020,23.99,1.67,2.71,7.09,False,sh688199
20250723,48.8,90.33,2.25,98.3,True,sh688603
20251103,8.08,-0.87,3.47,1.11,False,sh601921
20240926,4.34,12.9,2.53,16.81,False,sh600858
20240821,3.54,-10.45,14.41,1.98,False,sh600676
20251216,6.14,-1.3,3.58,0.0,False,sh600874
20250721,39.64,5.58,3.53,5.58,False,sh603082
20240927,11.96,4.18,0.0,16.14,False,sh600372
20240927,48.44,-14.88,19.53,2.42,False,sh603979
20240802,8.75,-13.43,17.34,0.0,False,sh600615
20250702,8.35,1.56,1.68,2.63,False,sh603105
20240731,15.94,-17.38,18.57,0.0,False,sh600875
20251215,18.68,1.77,3.64,1.77,False,sh603231
20250806,69.49,0.1,4.3,5.31,False,sh603662
20240731,9.3,-15.38,16.68,0.0,False,sh600592
20250624,5.72,15.91,0.0,31.99,True,sh600173
20240924,1.9,37.89,0.0,53.68,True,sh600208
20250717,14.01,1.07,5.92,1.07,False,sh603305
20240927,6.94,3.03,0.0,12.68,False,sh600888
20250725,28.84,11.1,1.49,11.1,False,sh688107
20240926,7.15,101.96,1.54,101.96,True,sh600246
20240801,13.98,5.72,12.23,5.86,False,sh603663
20240730,6.19,-2.26,7.11,29.24,True,sh600721
20240925,1.88,20.74,1.06,25.0,True,sh603030
20240927,2.3,65.22,0.0,83.48,True,sh600172
20251014,5.7,2.28,2.11,6.49,False,sh601658
20240927,3454.09,16.68,0.0,27.13,True,sh000137
20250826,56.77,63.27,3.63,63.27,True,sh603786
20240920,12.98,29.43,1.69,29.43,True,sh600476
20250924,21.39,2.85,1.5,9.12,False,sh688737
20250624,4.52,13.05,0.44,15.27,False,sh601068
20240926,10.03,19.24,2.69,21.54,True,sh603600
20240927,18.72,25.97,0.8,25.97,True,sh600111
20240927,20.76,43.21,5.11,48.12,True,sh600438
20251020,11.2,-1.34,4.82,2.86,False,sh603535
20250624,17.72,2.03,1.52,2.65,False,sh688584
20241021,8.36,0.96,6.1,15.19,False,sh603018
20250627,26.15,1.91,2.49,5.93,False,sh603530
20251229,4.68,-13.25,13.25,0.43,False,sh603363
20250916,22.08,-15.53,15.67,0.0,False,sh603057
20250911,3.97,-1.26,5.04,0.25,False,sh600968
20240801,13.35,3.22,3.6,4.19,False,sh601811
20250625,26.14,3.9,2.3,4.48,False,sh688161
20260105,24.91,-7.27,7.35,9.84,False,sh688236
20240731,6.49,3.08,1.08,8.01,False,sh600177
20240731,3.66,-7.0,7.82,0.0,False,sh601375
20240926,3.71,47.17,3.23,47.17,True,sh600724
20240927,1569.08,-1.75,3.52,5.49,False,sh000151
20240927,3.2,14.69,0.0,14.69,False,sh601188
20250709,24.34,-3.66,7.48,4.44,False,sh603629
20250717,76.66,11.53,2.37,19.14,False,sh688278
20240930,17.4,-0.17,15.86,12.7,False,sh603806
20240930,14.62,5.47,11.56,8.14,False,sh603628
20240816,7.74,-21.31,24.79,3.1,False,sh601872
20250627,15.77,23.95,0.69,23.95,True,sh688085
20240926,17.76,11.77,1.24,24.38,True,sh603286
20240927,23.27,11.39,9.07,16.98,False,sh601595
20240927,4.07,9.09,0.0,13.51,False,sh603086
20240920,4.91,33.2,0.81,45.01,True,sh600797
20240927,5004.2,14.32,0.0,19.34,False,sh000856
20251209,54.28,-2.75,11.39,5.01,False,sh688302
20260226,55.0,-20.24,23.8,0.0,False,sh688665
20250625,15.87,1.07,1.26,8.13,False,sh603933
20250624,36.18,0.58,7.96,3.48,False,sh603583
20250804,15.55,20.13,0.32,44.57,True,sh603219
20250716,25.81,-2.4,11.55,0.81,False,sh603950
20250624,3.65,3.84,3.29,4.66,False,sh688055
20240731,0.53,-2.85,3.42,1.33,False,sh900928
20240808,8.27,-11.0,16.93,0.0,False,sh601116
20251201,59.63,-2.4,7.31,0.0,False,sh603257
20240815,4.92,-17.06,18.28,0.61,False,sh601158
20240807,7.61,-2.37,6.57,5.39,False,sh600642
20250320,6.66,2.7,5.71,3.9,False,sh600011
20250630,41.39,24.26,1.18,24.26,True,sh688503
20240906,5.28,1.14,14.2,15.15,False,sh600576
20251114,42.92,-6.69,9.34,0.0,False,sh688484
20240926,8.36,17.22,0.84,20.45,True,sh600822
20240930,2590.19,-4.0,8.1,1.04,False,sh000079
20240806,7.54,-10.88,13.4,0.53,False,sh603229
20241018,4.06,20.2,8.37,34.98,True,sh600538
20250624,29.22,2.07,1.05,2.58,False,sh603205
20240909,4.22,-0.95,13.74,15.4,False,sh600841
20241008,7.0,-3.71,11.57,0.0,False,sh603903
20240926,3.38,4.44,0.0,15.08,False,sh600308
20251015,38.43,-0.36,4.14,5.05,False,sh688180
20240830,1.4,12.25,7.95,12.54,False,sh900934
20240731,31.44,-27.89,28.5,0.0,False,sh603383
20251201,54.83,-2.41,9.21,0.35,False,sh688049
20250924,14.15,1.27,3.6,6.43,False,sh688560
20240731,13.48,-12.14,12.36,1.93,False,sh600621
20250707,15.75,-3.11,3.68,3.94,False,sh600989
20250902,9.03,-6.75,7.97,0.0,False,sh601939
20250729,15.72,42.75,4.52,42.75,True,sh688007
20241025,2.85,44.56,0.0,44.56,True,sh603879
20240905,1.64,1.1,7.4,9.54,False,sh600715
20240904,10.09,18.04,8.33,25.88,True,sh600272
20260306,16.02,-9.99,13.98,8.3,False,sh603182
20250624,22.31,16.09,1.39,16.09,False,sh688133
20240927,7.61,9.72,0.0,11.43,False,sh601369
20250924,19.25,-0.21,3.38,1.4,False,sh688479
20250114,9.66,-1.14,2.38,1.97,False,sh600958
20240930,6.11,0.0,8.35,2.13,False,sh600125
20240927,8.14,9.23,3.17,12.66,False,sh603067
20250929,24.9,-9.44,9.88,3.82,False,sh688150
20250725,75.0,20.08,6.0,20.08,True,sh688099
20240927,19.77,-6.43,12.86,5.53,False,sh603505
20240731,2.9,-8.27,9.31,0.0,False,sh601016
20250708,11.26,3.91,1.07,4.17,False,sh688432
20240926,5.9,14.06,0.0,18.13,False,sh603318
20240924,13.66,3.37,6.0,13.84,False,sh601058
20251218,17.25,17.45,1.39,17.45,False,sh688681
20240927,5.33,2.44,0.0,14.45,False,sh600409
20250710,8.64,0.23,1.74,4.05,False,sh603357
20251128,25.63,-3.82,7.92,0.2,False,sh688178
20240830,5.12,19.54,13.09,19.54,False,sh601668
20240930,11.05,-8.42,12.76,0.0,False,sh600970
20240808,10.5,-9.24,12.1,0.0,False,sh600697
20240731,7.66,1.7,4.44,2.09,False,sh600710
20250624,24.74,7.24,1.54,7.24,False,sh688598
20240815,6.79,4.27,4.12,10.6,False,sh600143
20260107,65.49,-2.52,12.06,10.09,False,sh688202
20260323,31.11,-7.3,8.07,4.11,False,sh603529
20250711,35.0,8.74,1.43,10.54,False,sh688651
20240926,4.33,11.09,0.92,15.02,False,sh600510
20240919,8.26,23.97,3.63,27.12,True,sh600343
20240730,6.0,-6.17,12.5,3.33,False,sh603766
20251125,10.27,5.26,4.28,6.52,False,sh688565
20250815,18.95,18.31,3.75,18.31,False,sh603949
20250630,59.63,34.41,1.39,34.41,True,sh688185
20240930,6.58,6.79,7.9,29.92,True,sh600039
20240927,2.55,6.67,5.49,11.37,False,sh600844
20240927,8.22,13.99,0.0,33.21,True,sh603906
20240927,44.08,2.93,5.72,17.92,False,sh603728
20250117,0.11,-22.32,25.0,0.0,False,sh900952
20241101,3.52,19.6,7.67,30.68,True,sh600193
20240730,4.22,-15.64,15.88,3.08,False,sh600609
20240926,3.6,11.96,0.0,16.97,False,sh600320
20260108,34.5,2.78,1.28,10.14,False,sh688061
20250625,17.4,7.29,1.68,7.8,False,sh688355
20240816,3.77,-3.98,7.16,2.92,False,sh600869
20240930,2.95,3.05,10.51,5.76,False,sh600387
20240927,7.93,2.77,4.79,13.87,False,sh600596
20250716,34.2,-5.76,8.6,0.0,False,sh603666
20250724,34.0,15.41,0.5,17.5,False,sh688699
20251110,17.52,-12.67,13.3,3.14,False,sh605077
20251105,63.29,-6.32,10.22,3.07,False,sh688103
20240927,3.61,14.13,0.0,18.01,False,sh603980
20240801,10.36,-10.42,11.29,0.0,False,sh600176
20240930,16.53,9.44,12.83,12.52,False,sh603667
20240930,2.83,12.01,6.01,31.1,True,sh600725
20250624,19.1,0.94,4.19,0.94,False,sh688733
20240926,5.29,7.75,1.89,14.18,False,sh601997
20240927,3774.3,16.08,0.0,21.93,True,sh000133
20240927,3.94,-2.54,10.66,5.08,False,sh600115
20240926,6.43,9.17,0.0,14.77,False,sh600746
20260114,15.44,22.09,0.0,22.15,True,sh603056
20251021,48.17,-2.57,5.11,12.37,False,sh688580
20260126,9.8,14.69,5.1,14.69,False,sh601022
20240927,13.01,-2.23,4.15,7.69,False,sh600508
20240731,4.7,0.85,0.85,7.45,False,sh600812
20240927,31.21,-10.16,10.96,13.68,False,sh603899
20240806,7.13,-10.93,12.2,0.0,False,sh601117
20240807,8.91,-7.18,9.99,0.0,False,sh600021
20251024,21.15,-13.95,14.75,10.83,False,sh688360
20240920,2.36,15.68,3.81,40.25,True,sh600376
20240904,4.28,18.93,4.21,20.33,True,sh600525
20251212,45.84,2.88,4.65,5.19,False,sh688550
20241218,7.95,-18.11,24.53,0.0,False,sh600611
20240927,18.32,7.48,4.42,13.16,False,sh603100
20240926,0.49,20.99,0.0,24.69,True,sh900904
20240930,4.48,49.78,6.92,79.69,True,sh603429
20250908,27.66,-2.75,4.77,0.0,False,sh603235
20240731,7.95,-14.09,14.72,0.13,False,sh603936
20240927,35.19,-2.22,5.77,9.18,False,sh600009
20240930,7.37,-1.9,19.13,5.97,False,sh603718
20240926,9.35,17.97,0.0,23.74,True,sh600793
20250721,44.19,9.55,0.43,9.55,False,sh688348
20251124,36.05,33.29,2.83,33.29,True,sh603757
20240927,5136.44,15.45,0.0,20.74,True,sh000852
20250722,10.32,25.58,5.52,27.23,True,sh688306
20250708,104.27,4.78,3.9,4.78,False,sh688032
20240830,18.17,31.81,9.63,31.81,True,sh600520
20250326,176.31,0.66,0.0,0.66,False,sh000061
20250723,137.38,6.22,1.08,9.03,False,sh688536
20240731,18.36,-19.72,20.04,3.0,False,sh600990
20240927,5.03,17.5,1.59,20.28,True,sh603166
20240926,3.59,45.4,0.0,54.6,True,sh600310
20251222,39.98,-1.85,5.45,8.33,False,sh688051
20240906,12.18,28.57,1.48,53.45,True,sh601688
20260120,59.45,16.99,5.63,16.99,False,sh603400
20251215,101.12,1.07,2.24,7.8,False,sh688578
20241008,9.38,23.67,13.86,23.67,True,sh603955
20240927,5.61,5.1,5.17,10.16,False,sh603128
20240925,9.89,9.0,0.1,30.65,True,sh600639
20250821,9.28,-1.08,2.59,1.94,False,sh600025
20240930,8.72,7.22,7.34,7.22,False,sh600097
20251031,21.21,-11.83,14.71,2.12,False,sh603367
20250916,11.72,3.5,8.96,7.59,False,sh603329
20260206,26.83,31.64,0.37,31.64,True,sh688251
20240927,2.92,8.9,0.0,14.73,False,sh603601
20240920,1.28,29.69,2.34,29.69,True,sh600743
20240930,3.81,2.89,11.81,9.97,False,sh600110
20250701,23.2,-3.32,5.86,7.5,False,sh605011
20250819,26.7,2.06,9.74,4.61,False,sh688165
20240930,26.66,8.06,13.02,11.74,False,sh603031
20250801,37.89,5.81,2.08,12.91,False,sh603283
20260112,32.09,-11.56,13.15,3.18,False,sh688232
20250624,17.71,0.56,3.27,1.02,False,sh688106
20240801,2.78,-2.52,6.83,0.36,False,sh601616
20240926,2627.37,7.46,0.0,15.55,False,sh000155
20251113,2.85,-8.42,15.79,1.75,False,sh603557
20240927,6701.54,10.48,0.0,15.22,False,sh000966
20240930,4.18,18.42,7.89,19.37,False,sh600711
20250728,9.22,1.95,5.64,3.04,False,sh605377
20240927,21.49,1.07,3.77,17.22,False,sh603000
20260113,49.6,-11.13,15.08,7.26,False,sh688137
20240806,42.71,3.91,2.67,3.91,False,sh600276
20240806,11.09,-2.89,5.5,0.72,False,sh603567
20240927,54.07,22.62,8.64,24.65,True,sh603833
20251219,5.74,2.26,5.57,3.31,False,sh603335
20240927,7.95,7.67,9.43,7.67,False,sh600238
20240924,4.99,17.65,0.0,21.86,True,sh603999
20240731,4736.64,-0.3,3.24,0.49,False,sh000934
20240816,3520.33,-7.02,7.8,2.21,False,sh000149
20240927,11.61,23.25,0.0,35.12,True,sh603319
20240927,1.76,22.16,1.7,27.84,True,sh600408
20260121,49.62,5.58,2.72,5.58,False,sh603062
20240927,8.97,36.9,0.45,36.9,True,sh600392
20260105,30.93,-6.14,6.24,17.62,False,sh688260
20250902,8.85,-7.56,8.48,0.0,False,sh601825
20250625,35.25,-3.63,4.2,11.86,False,sh688433
20240930,11.12,7.72,7.29,13.57,False,sh603630
20240927,3.39,19.76,0.0,22.42,True,sh600121
20240927,4905.48,3.14,2.16,11.46,False,sh000107
20240924,10.82,31.7,1.2,40.11,True,sh600446
20251020,14.0,31.14,3.29,31.14,True,sh688707
20240816,5.8,-2.93,4.83,4.31,False,sh600015
20240926,1.92,20.83,0.0,22.92,True,sh600868
20250625,5.56,6.83,1.8,7.73,False,sh603682
20240930,4.77,-1.89,10.26,3.98,False,sh600572
20250708,27.15,4.79,0.37,4.79,False,sh688633
20240906,5.5,21.25,8.9,41.96,True,sh600826
20250624,14.74,11.46,0.68,11.46,False,sh603201
20240926,2.57,20.23,0.39,20.23,True,sh600496
20250701,36.81,-5.27,10.62,0.0,False,sh688337
20250625,18.17,9.14,1.1,10.95,False,sh605177
20240926,1994.07,22.37,0.0,34.62,True,sh000828
20240927,12.3,2.6,8.54,9.92,False,sh603885
20250819,109.0,3.95,3.67,17.43,False,sh688332
20240830,5.95,18.49,3.7,18.49,False,sh600073
20240926,79.97,-6.82,7.68,16.32,False,sh600309
20250624,29.74,5.75,1.24,11.87,False,sh688181
20250624,53.66,14.09,0.95,15.92,False,sh688048
20251113,37.84,24.5,9.8,25.55,True,sh603130
20260121,14.12,-3.19,9.99,1.7,False,sh605208
20250929,11.94,9.3,4.36,9.3,False,sh603700
20240927,16.87,2.55,4.98,6.52,False,sh601168
20240925,4.15,39.28,0.96,51.57,True,sh600539
20250905,53.77,8.0,2.96,9.54,False,sh603267
20240930,18.64,-9.82,16.36,0.0,False,sh600197
20240930,8.75,0.34,6.63,3.54,False,sh603686
20250624,47.12,3.06,3.4,3.06,False,sh688065
20250729,32.79,7.08,2.84,7.41,False,sh605111
20240730,0.26,-1.52,3.04,0.0,False,sh900918
20240816,10.85,2.49,6.36,4.24,False,sh603701
20240919,4.1,35.61,1.46,66.34,True,sh600643
20240926,2.92,6.86,0.0,14.75,False,sh601212
20250630,27.35,6.98,2.27,8.15,False,sh688298
20250711,281.46,18.81,2.87,27.86,True,sh688502
20250701,8.23,-0.24,1.22,0.85,False,sh600916
20240924,15.02,12.85,0.0,38.95,True,sh601788
20251010,21.64,-5.41,6.15,3.51,False,sh688151
20250725,69.28,87.64,6.86,87.64,True,sh688702
20240927,15.96,19.11,3.2,28.2,True,sh601012
20240927,97.19,7.11,0.0,20.49,True,sh603501
20240925,4.95,14.14,0.61,18.79,False,sh600210
20240926,9.5,17.37,0.0,18.95,False,sh603066
20240924,2.05,17.56,0.49,23.9,True,sh600397
20250624,54.37,-0.41,5.47,3.45,False,sh688685
20240925,6.25,10.56,2.08,21.12,True,sh603028
20241008,19.85,5.94,14.81,7.81,False,sh603855
20240925,9.05,24.53,1.44,40.55,True,sh600739
20250624,30.06,2.59,5.76,4.86,False,sh688478
20250904,30.68,-0.59,5.12,11.18,False,sh605296
20240926,3189.28,13.1,0.0,20.64,True,sh000952
20250624,21.36,4.92,1.22,4.92,False,sh603004
20240926,3.03,13.53,0.33,13.53,False,sh600693
20240925,7.74,14.34,1.16,37.86,True,sh600109
20240926,11.17,5.64,0.0,23.9,True,sh600420
20240927,1369.76,10.54,0.0,19.04,False,sh000161
20251020,14.57,18.94,0.48,22.31,True,sh688455
20251126,33.77,5.39,3.11,8.59,False,sh688206
20240927,7.47,20.75,0.0,20.75,True,sh600714
20240930,11.45,98.16,6.99,144.79,True,sh603656
20240927,5.16,11.25,2.52,15.32,False,sh601226
20240731,14.52,-11.29,14.94,4.82,False,sh600859
20251103,15.0,25.07,12.47,39.67,True,sh688365
20250924,8.49,-0.71,5.3,3.77,False,sh688602
20251119,253.73,13.62,4.13,16.07,False,sh603129
20250729,110.34,10.62,5.07,11.77,False,sh688198
20240830,5.37,20.86,13.41,24.95,True,sh600543
20240924,9.02,23.72,0.0,32.7,True,sh600817
20240821,12.52,-11.58,15.34,0.0,False,sh603586
20251112,12.86,-3.03,6.22,2.02,False,sh603230
20250627,58.76,10.4,2.89,10.4,False,sh688281
20240926,0.5,22.2,0.0,25.6,True,sh900901
20250820,20.73,-1.83,3.52,4.25,False,sh605108
20240926,13.75,-9.96,10.76,12.44,False,sh600373
20260302,113.74,-10.67,11.69,11.01,False,sh603083
20251208,46.69,39.26,1.29,39.26,True,sh688661
20250710,13.71,-4.23,7.37,0.0,False,sh603719
20251218,11.7,6.67,0.77,6.67,False,sh603937
20241008,13.08,3.29,20.18,15.29,False,sh603985
20240927,9.03,3.43,0.0,11.52,False,sh600720
20240731,41.62,7.21,6.61,7.21,False,sh603556
20250808,107.49,-0.88,3.41,0.38,False,sh600941
20240730,4.79,-0.84,2.09,18.37,False,sh600889
20241008,8.22,-10.22,15.57,0.0,False,sh603518
20250625,18.8,9.31,1.86,11.7,False,sh688081
20260316,8.97,2.34,15.83,2.34,False,sh688148
20240930,19.93,11.99,15.0,11.99,False,sh600593
20240926,7.94,14.73,0.0,16.49,False,sh603861
20260305,113.49,3.97,1.31,19.83,False,sh688585
20250624,9.18,5.23,0.22,5.23,False,sh603053
20240913,2.39,27.2,5.44,33.47,True,sh600439
20240816,6.9,7.82,5.07,11.3,False,sh603328
20260121,20.15,26.2,2.23,26.2,True,sh688398
20250905,30.96,-1.68,6.33,1.55,False,sh603860
20240926,1.56,15.38,0.0,16.67,False,sh601992
20240926,2.35,19.75,0.0,19.97,False,sh600477
20240926,3.99,9.28,0.0,16.31,False,sh603366
20240930,12037.78,-4.42,6.41,1.68,False,sh000136
20240930,1.29,29.46,14.73,29.46,True,sh600221
20251021,14.81,2.09,2.03,5.81,False,sh600927
20250714,93.51,0.27,2.68,7.48,False,sh688160
20250724,84.44,1.93,4.57,2.06,False,sh603605
20250730,44.43,14.34,3.62,17.49,False,sh688449
20240920,1.9,30.53,2.63,33.68,True,sh600708
20240924,11.64,11.68,0.0,16.49,False,sh600926
20240731,43.63,-19.71,20.81,0.0,False,sh603019
20250624,14.87,11.23,2.42,17.62,False,sh603848
20250911,80.84,3.98,4.0,17.14,False,sh688084
20240927,10.07,-0.7,5.16,9.43,False,sh600138
20250818,216.62,-1.3,14.03,2.97,False,sh688279
20250626,21.0,4.05,2.38,7.29,False,sh688750
20251107,4.11,-5.11,6.33,1.95,False,sh601568
20240930,5.36,3.91,12.86,3.91,False,sh603300
20240927,11670.05,-0.95,2.59,7.57,False,sh000150
20260209,49.85,-0.62,7.66,0.74,False,sh688237
20260324,159.09,14.29,0.0,22.65,True,sh688037
20240927,4963.64,4.87,1.12,9.78,False,sh000819
20240925,3.96,114.65,0.51,114.65,True,sh601727
20250625,15.78,57.98,0.0,65.97,True,sh605277
20251124,56.13,-1.87,9.58,14.29,False,sh688499
20250630,21.32,23.41,4.78,30.86,True,sh688303
20260113,11.98,10.18,1.5,12.85,False,sh688079
20240926,9.49,15.8,0.0,23.59,True,sh600338
20240927,9634.05,4.55,0.0,18.84,False,sh000857
20240731,1.84,1.09,0.54,3.26,False,sh600871
20240927,4.46,8.52,0.67,12.33,False,sh600796
20250626,9.76,9.84,1.02,10.35,False,sh603466
20250702,8.71,0.69,5.4,0.69,False,sh603162
20240924,5.1,220.98,0.0,220.98,True,sh600292
20240930,13.27,-2.79,9.65,0.0,False,sh600546
20240930,18.57,-10.5,12.87,3.45,False,sh600315
20240926,0.98,34.15,0.61,35.98,True,sh900929
20250812,28.55,3.33,3.5,8.34,False,sh688533
